question_id,date,category,question,option_1,option_2,option_3,option_4,correct_answer
493,2023-03-05,España,¿Por qué fue destituido Taishet Fuentes de su puesto en el Gobierno de Canarias?,Por falta de experiencia en la gestión del sector primario,Por falta de confianza del presidente Ángel Víctor Torres,Por haber sido detenido por la policía,Por no haber cumplido con las expectativas del cargo,option_2
494,2023-03-05,España,¿Por qué fue detenido Taishet Fuentes en febrero?,Por estafar a empresas ganaderas,Por pertenecer a una organización criminal,Por agilizar expedientes de ayudas europeas,Por extorsionar a empresas para evitar inspecciones sanitarias,option_2
495,2023-03-05,España,¿Qué relación tenía Juan Bernardo Fuentes con Taishet Fuentes?,Eran primos,Eran hermanos,Eran tío y sobrino,No tenían relación,option_3
496,2023-03-05,España,¿Cómo utilizaba Juan Bernardo Fuentes las instalaciones del Congreso de los Diputados?,Para reunirse con empresarios y discutir negocios,Para celebrar fiestas con prostitutas,Para impresionar a los empresarios a los que presuntamente exigía sobornos,Para conseguir contratos con empresas privadas,option_3
497,2023-03-05,España,"¿Qué ha anunciado el secretario general del PSOE en las islas y presidente de Canarias, Ángel Víctor Torres, en relación con el caso Mediador?",Que su partido se presentará como acusación popular,Que el PSOE no tiene nada que ver con el caso,Que no ha tenido conocimiento del caso Mediador,Que el Gobierno de Canarias estaba al tanto de los hechos,option_1
498,2023-03-05,España,¿Quién fue destituido de su puesto como responsable de la Dirección General de Ganadería del Gobierno de Canarias debido a una falta de confianza del presidente autonómico?,Ángel Víctor Torres,Taishet Fuentes,Juan Bernardo Fuentes,Francisco Espinosa Navas,option_2
499,2023-03-05,España,¿Qué hacía supuestamente la organización liderada por Juan Bernardo Fuentes alias Tito Berni?,Extorsionar a empresas del sector ganadero a cambio de evitar inspecciones sanitarias o de agilizar o desbloquear expedientes de ayudas europeas y la consecución de contratos.,Contratar prostitutas para empresarios a cambio de sobornos.,Cometer delitos de falsedad documental y blanqueo de capitales.,Realizar pagos en efectivo a diputados socialistas.,option_1
500,2023-03-05,España,¿Qué objeto se encontró en el registro de la casa del general retirado de la Guardia Civil Francisco Espinosa Navas?,Documentación de una supuesta contabilidad que reflejaba las mordidas.,Una gran cantidad de droga.,Un arma de fuego ilegal.,61.110 euros en efectivo ocultos en una caja de zapatos.,option_4
501,2023-03-05,España,¿Cuál fue el cargo del destituido Taishet Fuentes en el Gobierno de Canarias?,Director General de Ganadería,Responsable de Agricultura,Responsable de Pesca,Secretario de Estado de Agricultura,option_1
502,2023-03-05,España,¿Qué delitos se le acusaban a Taishet Fuentes en la operación llevada a cabo por la Policía Nacional y la Guardia Civil?,Delitos de tráfico de drogas,"Delitos de pertenencia a organización criminal, estafa y cohecho",Delitos de homicidio y secuestro,Delitos de estafa y tráfico de influencias,option_2
503,2023-03-14,Deportes,¿En qué año subió por última vez Fernando Alonso al podio de Fórmula 1 antes del Gran Premio de Baréin 2023?,2012,2013,2017,2021,option_
504,2023-03-14,Economía,¿Cuál fue la variación del dato del paro de febrero de 2023 con respecto a enero?,2.618 parados más,1.053 parados más,3.498 parados menos,5.715 parados menos,option_
505,2023-03-14,España,¿De qué partido es el presidente del Gobierno de Cantabria?,Ciudadanos,PP,PRC,PSOE,option_
506,2023-03-14,Legislación,"Según la Ley General de Comunicación Audiovisual, tendrá la consideración de título habilitante equivalente a la licencia para la prestación del servicio público de comunicación audiovisual a través de ondas hertzianas terrestres en el ámbito estatal…",Los estatutos de la Corporación RTVE,La encomienda para la prestación del servicio,El mandato-marco,El contrato-programa,option_
507,2023-03-14,Internacional,¿Contra qué empresa ha iniciado recientemente una cruzada cultural el gobernador de Florida Ron DeSantis?,Apple,Disney,HBO,Tesla,option_
508,2023-03-14,Salud,¿Qué hospital español ha sufrido un ciberataque que ha alterado la programación de consultas e intervenciones?,Hospital Clínic de Barcelona,Hospital La Fe de Valencia,Hospital Gregorio Marañón de Madrid,Hospital Virgen Macarena de Sevilla,option_
509,2023-03-14,Internacional,¿Cuál es la capital de la UE situada más al sur?,Atenas,Lisboa,Nicosia,La Valeta,option_
510,2023-03-14,Legislación,"Según la Constitución española de 1978, la bandera de España está formada por:","Tres franjas verticales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas","Tres franjas horizontales, roja, amarilla y roja, siendo las rojas de doble anchura que cada una de las amarillas","Tres franjas verticales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas","Tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas",option_
511,2023-03-14,Cultura,¿Cuál era el nombre real del dibujante Hergé?,Jean Giraud,Joe Kubert,George Remi,Alex Toth,option_
512,2023-03-14,Legislación,El Estatuto de Información de la Corporación RTVE establece que la dirección guardará reserva sobre la autoría de las informaciones difundidas sin firma…,Salvo requerimiento de la autoridad judicia,Salvo requerimiento de alguna de las partes implicadas en la información,"Salvo requerimiento de alguna de las partes implicadas en la información, avalada por resolución judicial","Salvo requerimiento de los consejos informativos, y solo en el marco de sus funciones atribuidas por el Estatuto",option_
513,2023-03-14,España,"¿De qué Comunidad fue presidente Pedro Antonio Sánchez, condenado por prevaricación en el caso Auditorio?",Asturias,La Rioja,Murcia,Navarra,option_
514,2023-03-14,Legislación,"Según la Ley de la radio y la televisión de titularidad estatal, el mandato de los Consejeros será:",De 5 años contados desde su nombramiento. Este mandato no será renovable,De 6 años contados desde su nombramiento. Este mandato será renovable,De 5 años contados desde su nombramiento. Este mandato será renovable,De 6 años contados desde su nombramiento. Este mandato no será renovable,option_
515,2023-03-14,Internacional,¿En qué país europeo han alcanzado un acuerdo Gobierno y distribución alimentaria para crear una cesta de la compra contra la inflación?,Alemania,Francia,Portugal,Reino Unido,option_
516,2023-03-14,Legislación,"Según el Convenio Colectivo de RTVE, el quórum mínimo para que la Comisión paritaria del convenio colectivo apruebe decisiones será de...",4 votos de cada una de las partes,5 votos de cada una de las partes,8 votos totales,"8 votos totales, y al menos 3 votos de cada una de las partes",option_
517,2023-03-14,Internacional,"¿Dónde nació el premio Nobel de la Paz 2022, Ales Bialiatski?",Armenia,Bielorrusia,Rusia,Ucrania,option_
518,2023-03-14,España,¿El comisario de la Policía Nacional de qué localidad de la Costa del Sol ha sido detenido en una operación contra la corrupción policial?,Benalmádena,Estepona,Fuengirola,Torremolinos,option_
519,2023-03-14,Cultura,¿Quién preside la Academia de Cine?,Mariano Barroso,Fernando Méndez-Leite,Yvonne Blake,Enrique González Macho,option_
520,2023-03-14,Deportes,¿Qué español ha logrado la única medalla de oro de la delegación española en el Europeo de atletismo en pista cubierta?,Adrián Ben,Adel Mechaal,Óscar Husillos,Jorge Ureña,option_
521,2023-03-14,Legislación,La reforma de 2011 de la Constitución española…,Introdujo la sostenibilidad financiera,Introdujo la estabilidad presupuestaria y la sostenibilidad financiera,Introdujo el concepto de déficit estructural y de estabilidad presupuestaria,Introdujo la estabilidad presupuestaria,option_
522,2023-03-14,Legislación,Según el glosario incluido en el Manual de Estilo de RTVE: anuncios publicitarios con enlaces al sitio de Internet al que se refieren.,Banner,Cookie,Cuña,Target,option_
523,2023-03-14,Internacional,¿Quién es el presidente de Hungría?,Janos Ader,Janez Jansa,Katalin Novák,Viktor Orban,option_
524,2023-03-14,Cultura,¿En la catedral de qué capital Española puedes contemplar el fenómeno del asoleo?,Huesca,Jaén,León,Vitoria,option_
525,2023-03-14,Legislación,"Según la Ley General de Comunicación Audiovisual, el control sobre la actuación del prestador del servicio público de comunicación audiovisual de ámbito estatal, especialmente respecto del cumplimiento de las funciones de servicio público encomendadas, corresponderá a…",Consejo de Ministros,Congreso de los Diputados,Cortes Generales,Comisión del Mercado de las Telecomunicaciones,option_
526,2023-03-14,Cultura,¿Qué museo madrileño expone hasta julio nueve obras de grandes autores españoles propiedad de la colección Frick?,Museo del Prado,Museo Reina Sofía,Museo Thyssen-Bornemisza,Palacio Real,option_
527,2023-03-14,Legislación,"Según el Código Autorregulación para defensa del menor de la Corporación RTVE, ¿cuál de los siguientes parámetros se tiene en cuenta para establecer específicamente la clasificación de contenidos especialmente recomendados para la infancia y para todos los públicos?",Comportamientos sociales,Expresión artística,Conflictividad,Violencia,option_
528,2023-03-14,Sociedad,"¿De qué localidad tarraconense eran los tres menores, miembros de un club de fútbol, fallecidos en accidente de tráfico a principios de marzo?",Alcanar,Camarles,Campredó,Perelló,option_
529,2023-03-14,Cultura,¿De qué ministerio depende orgánicamente Patrimonio Nacional?,Ministerio de Cultura y Deporte,"Ministerio de Industria, Comercio y Turismo",Ministerio del Interior,"Ministerio de la Presidencia, Relaciones con las Cortes y Memoria Democrática",option_
530,2023-03-14,España,Recientemente se ha cumplido el aniversario del último asesinato de ETA durante una campaña electoral. ¿En qué año?,2004,2007,2008,2011,option_
531,2023-03-14,Legislación,Según la Constitución española de 1978:,"Queda abolida la pena de muerte, salvo lo que puedan disponer las leyes penales militares para tiempos de guerra","Queda abolida la pena de muerte, en cualquier caso","Queda abolida la pena de muerte, salvo lo que puedan disponer las leyes penales militares","Queda abolida la pena de muerte, salvo lo que puedan disponer las leyes penales para tiempos de guerra",option_
532,2023-03-14,Cultura,¿Cuál de estos proyectos españoles es obra del Premio Pritzker David Chipperfield?,Centro Pompidou de Málaga,Ciudad de la Justicia de Barcelona,Reforma del estadio Santiago Bernabéu de Madrid,Torre Iberdrola de Bilbao,option_
533,2023-03-14,Legislación,"Según la Ley General de Comunicación Audiovisual, los prestadores del servicio público de comunicación audiovisual televisivo lineal en abierto cumplirán la obligación de subtitular un mínimo del…",60 por ciento de sus programas,70 por ciento de sus programas,80 por ciento de sus programas,90 por ciento de sus programas,option_
534,2023-03-14,España,¿Quién era el destinatario de las cartas con réplicas de fetos ensangrentados remitidas por la asociación Hazte oír?,Concejales del Ayuntamiento de Madrid,Diputados del Congreso,Dirigentes de Podemos,Ministros del Gobierno,option_
535,2023-03-14,Legislación,La Ley de Financiación de la Corporación RTVE establece la creación de un fondo de reserva que se nutrirá de…,Aportaciones excepcionales de los Presupuestos Generales del Estado,Los ingresos que superen el coste neto del servicio público,Los ingresos procedentes de patrocinios y otras fórmulas comerciales excepcionalmente autorizadas,Una reserva de las aportaciones anuales de los operadores de telecomunicaciones,option_
536,2023-03-14,Legislación,"Según el Manual de Estilo de RTVE, los entrevistados serán tratados de usted…",En todo caso,Con la excepción de deportistas o personajes de la cultura y el espectáculo de gran popularidad,Con la excepción de personajes que tengan un alto grado de confianza con el entrevistador,Con la excepción personas condenadas o inhabilitadas que han perdido ese derecho,option_
537,2023-03-14,España,"¿Quién es el nuevo secretario de Estado de Transportes, Movilidad y Agenda Urbana?",José Manuel Gómez,David Lucas,Isabel Pardo de Vera,María José Rallo,option_
538,2023-03-14,España,¿Quién es María de los Ángeles Lorenzo-Cáceres?,La embajadora española en la ONU,La jueza que instruye el caso Mediador,La primera mujer astronauta española,La portavoz de Unidas Podemos en la Comisión de Igualdad del Congreso,option_
539,2023-03-14,Internacional,¿Quién es el presidente de Chile?,Luis Arce,Michelle Bachelet,Gabriel Boric,Sebastián Piñera,option_
540,2023-03-14,Medio ambiente y clima,¿La plaga de qué animal está provocando graves daños en cultivos de varias Comunidades?,Conejo,Gineta,Musaraña,Topo,option_
541,2023-03-14,Legislación,"Según la Constitución de 1978, para ejercer la Regencia…","No es preciso ser español, pero sí mayor de edad",Es preciso ser español de nacimiento y mayor de edad,No es preciso ser español ni mayor de edad,Es preciso ser español y mayor de edad,option_
542,2023-03-14,España,¿Quién era presidente de la Comunidad de Madrid cuando se aprobó la Ley Trans autonómica?,Esperanza Aguirre,Cristina Cifuentes,Ignacio González,Alberto Ruiz-Gallardón,option_
543,2023-03-14,Deportes,Pau Gasol es…,El primer español que jugó en la NBA,El primer jugador español con su camiseta retirada en la NBA,El único español que ha ganado el título de la NBA,Todas las opciones son correctas,option_
544,2023-03-14,España,¿De qué parlamento autonómico es presidenta Javier Sada?,Cortes de Aragón,Cortes valencianas,Junta General del Principado de Asturias,Parlamento de Galicia,option_
545,2023-03-14,Legislación,"Según la Ley de la radio y la televisión de titularidad estatal, los miembros del Consejo de Administración no podrán tener intereses directos o indirectos en:","Empresas audiovisuales, discográficas, de cine, de video, de prensa, de publicidad, de informática y de telecomunicaciones","Empresas de servicios de la sociedad de la información, pero solo si son directos","Cualquier otro tipo de entidades relacionadas con el suministro, dotación de material o programas a la Corporación RTVE y sus filiales, pero solo si son indirectos",Ninguna de las respuestas anteriores es correcta,option_
546,2023-03-14,Cultura,¿Cuál es el título de la nueva serie documental sobre los grandes centros de investigación científica de RTVE Play?,El acelerador de partículas,Ciencia Maps,La vuelta al globo,10.000 días,option_
547,2023-03-14,Legislación,"Según el Manual de Estilo de RTVE, los movimientos del periodista o la cámara durante una intervención en directo…",Son aceptables solo cuando la noticia y el escenario lo requieran y lo permitan,Son recomendables por término general,Son recomendables y deben buscarse las condiciones de puesta en escena que los faciliten,Deben evitarse por término general,option_
548,2023-03-14,Cultura,¿Qué actor protagoniza la obra ‘A Buenos Aires’?,Héctor Alterio,Juan Diego Botto,José Sacristán,Luis Zahera,option_
549,2023-03-14,Internacional,¿Dónde está la sede de la OEA?,Brasilia,Buenos Aires,Santiago de Chile,Washington,option_
550,2023-03-14,Legislación,"Según la Constitución de 1978, ¿cuántos senadores corresponden a cada una de las islas mayores, Gran Canaria, Mallorca y Tenerife?",1 senador,2 senadores,3 senadores,4 senadores,option_
551,2023-03-14,Internacional,¿Las elecciones presidenciales de qué país africano ha ganado Bola Tinubu?,Camerún,Mali,Nigeria,Senegal,option_
552,2023-03-14,Legislación,El mandato de los consejeros y el Presidente de la Corporación RTVE elegidos según lo previsto en el Real Decreto-ley 4/18 finalizará…,"A los 3 años, prorrogables hasta otros 3 años más","A los 3 años, de forma improrrogable",Cuando se convoque el concurso público para la renovación el Consejo según el procedimiento previsto en la Ley 5/2017,Cuando se produzcan los nombramientos de los consejeros según el procedimiento previsto en la Ley 5/2017,option_
553,2023-03-14,España,¿Cuál es la Comunidad Autónoma con mayor superficie?,Andalucía,Castilla-La Mancha,Castilla y León,Extremadura,option_
554,2023-03-14,España,¿Qué Ministerio ha impulsado el anteproyecto de Ley de Paridad?,Ministerio de Asuntos Económicos y Transformación Digital,Ministerio de Derechos Sociales y Agenda 2030,Ministerio de Igualdad,Ministerio de Trabajo y Economía Social,option_
555,2023-03-14,Legislación,"Según la Ley General de Comunicación Audiovisual, los prestadores del servicio de comunicación audiovisual televisivo lineal reservarán a obras audiovisuales europeas al menos el…",33% del tiempo de emisión anual de su programación,42% del tiempo de emisión anual de su programación,51% del tiempo de emisión anual de su programación,55% del tiempo de emisión anual de su programación,option_
556,2023-03-14,Cultura,¿Quién era Joaquín Gaztambide?,Compositor musical,Dramaturgo,Médico,Político,option_
557,2023-03-14,Internacional,¿Qué personalidad política del Reino Unido ha recomendado al rey Carlos III que condecore a su padre?,David Cameron,Boris Johnson,Theresa May,Rishi Sunak,option_
558,2023-03-14,Cultura,"La Universidad de Barcelona ha nombrado doctor honoris causa a Joan Manuel Serrat, ¿junto a qué otro artista catalán?",María del Mar Bonet,Lluis Llach,Raimon,Silvia Pérez Cruz,option_
559,2023-03-14,Legislación,"Según la Constitución de 1978, durante el período de su mandato los diputados y senadores gozarán de:","Inmunidad, y sólo podrán ser detenidos en caso de flagrante delito","Inviolabilidad, y sólo podrán ser detenidos en caso de flagrante delito","Impunidad, y sólo podrán ser detenidos en caso de flagrante delito","No gozarán de ninguna prerrogativa, y podrán ser detenidos en caso de indicio de delito",option_
560,2023-03-14,Deportes,¿En qué ciudad italiana tiene la meta la clásica ciclista Strade Bianche?,Pisa,Siena,Turín,Verona,option_
561,2023-03-14,Legislación,"Según el Convenio Colectivo de RTVE, ¿qué ámbito ocupacional está sujeto a régimen especial?",Corresponsales,Escala directiva,Informadores adscritos a los Servicios Informativos,Orquesta y coro,option_
562,2023-03-14,España,¿Cuál es el nombre real de la conocida como La Reina de la Coca?,Sandra Ávila,Griselda Blanco,Ana María Cameno,Teresa Mendoza,option_
563,2023-03-14,España,"¿En qué provincia andaluza se encuentra la localidad de Palomares en la que tuvo lugar, en 1966, la colisión de dos aviones estadounidenses, uno de ellos con armamento nuclear?",Almería,Cádiz,Huelva,Málaga,option_
564,2023-03-14,Cultura,"¿Cuál es el título de la nueva novela de John Boyne, autor de ‘El niño con el pijama de rayas’?",‘Las huellas el silencio’,‘El ladrón del tiempo’,‘El pacifista’,‘Todas las piezas rotas’,option_
565,2023-03-14,Legislación,"Según el Código Autorregulación para defensa del menor de la Corporación RTVE, la señal visual que indica la calificación por edades deberá mantenerse durante toda la emisión del programa…",En todos los contenidos calificados como no recomendados para menores de 18 años,En todos los contenidos emitidos entre las 6:00 y las 22:00,En todos los contenidos emitidos durante las franjas de protección reforzada para menores,En ningún caso,option_
566,2023-03-14,España,¿Del PP de qué Comunidad es presidente Manuel Domínguez?,Asturias,Baleares,Canarias,Navarra,option_
567,2023-03-14,Deportes,"En qué equipo juega Achraf Hakimi, acusado de violación?",Bayern Múnich,Chelsea,Juventus,Paris Saint-Germain,option_
568,2023-03-14,Legislación,"Según la Constitución de 1978, las Cortes podrán tramitar los Decretos Leyes:",Como proyectos de ley,Como proposiciones no de ley,Como proyectos de ley por el procedimiento de urgencia,Como reglamentos,option_
569,2023-03-14,Cultura,Alfredo Sanzol es director de…,Ballet Nacional,Centro Dramático Nacional,Compañía Nacional de Teatro Clásico,Teatre Lliure,option_
570,2023-03-14,Economía,¿A qué sector pertenece la actividad principal de Solaria?,"Inversión Inmobiliaria
",Energías renovables,Inversión Inmobiliaria,Turismo,option_
571,2023-03-14,Cultura,"¿Quién era Joseph Cannon, protagonista de la primera portada de la revista Time que acaba de cumplir 100 años?",Congresista del Partido Republicano,General estadounidense héroe de la I Guerra Mundial,Presidente de General Motors,Vicepresidente de EEUU durante el mandato de Warren G. Harding,option_
572,2023-03-14,Legislación,"Según la Ley de la radio y la televisión de titularidad estatal, el contrato-programa:",Será suscrito por las Cortes y la Corporación RTVE,Será suscrito por el Gobierno y la Corporación RTVE,Será suscrito por el Congreso de los Diputados y la Corporación RTVE en cada ejercicio correspondiente,Será suscrito por los agentes que designen el Estado y la Corporación RTVE,option_
573,2023-03-14,España,¿En qué año se crearon los TEDAX de la Guardia Civil?,1963,1973,1983,1998,option_
574,2023-03-14,Legislación,"La Ley de Financiación establece, como obligación adicional de servicio público de la Corporación RTVE, diversificar la contratación de servicios exteriores y producciones mixtas o ajenas, de manera que…",En ningún caso se concentre más del 18% en un mismo proveedor,En ningún caso se concentre más del 25% en un mismo proveedor,"No se concentre más del 30% en un mismo proveedor, con excepciones","Preferiblemente no se concentre más del 22% en un mismo proveedor, y en ningún caso supere el 27%",option_
575,2023-03-14,Internacional,¿Quién es el comisario de Energía de la UE?,Mairead McGuinnes,Maros Sefcovic,Kadri Simson,Frans Timmermans,option_
576,2023-03-14,España,¿Qué ministra pronunció recientemente unas polémicas declaraciones en las que decía que los pensionistas querían las pensiones para ayudar a sus hijos y sus nietos?,Nadia Calviño,Yolanda Díaz,María Jesús Montero,Irene Montero,option_
577,2023-03-14,Cultura,"¿Qué Academia organiza los premios Talía, que celebran su primera edición en 2023?",Academia de las Artes y las Ciencias Cinematográficas,Academia de las Artes Escénicas,Academia de la Publicidad,Academia de Televisión y las Ciencias y las Artes del Audiovisual,option_
578,2023-03-14,Legislación,"Según la Ley General de Comunicación Audiovisual, el patrocinio respetará la condición de incluir el nombre, el logotipo, o cualquier otro símbolo, producto o servicio del patrocinador…",Al principio y al final del programa,Al principio y al inicio de cada reanudación posterior a una interrupción,"Al principio, al inicio de cada reanudación posterior a una interrupción y al final del programa.",Al inicio de cada reanudación posterior a una interrupción,option_
579,2023-03-14,Legislación,"Según la Ley de la radio y la televisión de titularidad estatal, son competencias del Consejo Asesor de la Corporación RTVE las siguientes:","Informar sobre los criterios y normas que garanticen el derecho de acceso de los grupos sociales significativos en función de su relevancia social, representatividad y ámbito de actuación","Informar sobre la propuesta de los contratos-programa con el Estado y de las líneas de programación, así como en el establecimiento de las normas de admisión de publicidad",Informar a petición del Consejo de Administración sobre cualesquiera asuntos que se sometan a su consideración,Todas las respuestas anteriores son correctas,option_
580,2023-03-14,Cultura,¿Quién es el chef del restaurante El Corral de la Morería?,Maca de Castro,David García,Ángel León,Pepe Solla,option_
581,2023-03-14,Legislación,"Según el Convenio Colectivo de RTVE, el periodo de disfrute preferente de las vacaciones anuales será de…",1 de junio a 31 de agosto y 15 de diciembre a 15 de enero,1 de junio a 30 de septiembre,1 de julio a 31 de agosto,1 de julio a 30 de septiembre,option_
582,2023-03-14,Internacional,¿De qué país es presidente Arif Alvi?,India,Pakistán,Tailandia,Vietnam,option_
583,2023-03-14,Deportes,Diego Simeone se ha convertido en el entrenador que más partidos ha dirigido al Atlético de Madrid. ¿A quién ha superado?,Radomir Antic,Javier Aguirre,Luis Aragonés,Helenio Herrera,option_
584,2023-03-14,Economía,"¿Desde qué año no paga Ferrovial el impuesto de sociedades, según sus cuentas depositadas en el Registro Mercantil?",2019,2020,2021,2022,option_
585,2023-03-14,Cultura,¿Dónde se celebrará la gala de los Premios Max 2023?,Cádiz,León,Vitoria,Zaragoza,option_
586,2023-03-14,Internacional,¿Cuál de los siguientes estados se adhirió antes a la UE?,Austria,Dinamarca,España,Suecia,option_
587,2023-03-14,Economía,"A qué partido pertenece José Luis Gochicoa, consejero cántabro de Obras Públicas recientemente dimitido?",Ciudadanos,PP,PRC,PSOE,option_
588,2023-03-14,Legislación,"Según el Manual de Estilo de RTVE, los términos y condiciones que establecen las excepciones al derecho a la intimidad y justifican la intromisión en el ámbito privado de un ciudadano vienen determinados por…",Los Consejos de Informativos,La Dirección de Informativos de TVE y RNE,El Estatuto de la Información,El Tribunal Constitucional,option_
589,2023-03-14,Internacional,¿Qué país de la UE celebró elecciones generales el domingo 5 de marzo?,Austria,Estonia,Eslovaquia,Eslovenia,option_
590,2023-03-14,Economía,¿En qué año se integró Ferrovial en el Ibex-35?,1992,1999,2003,2007,option_
591,2023-03-14,España,¿De qué ciudad es alcalde Francisco Guarido?,Albacete,Pontevedra,Teruel,Zamora,option_
592,2023-03-14,España,¿Cuál es la actual proporción de hombres y mujeres del Gobierno de España?,11 mujeres y 12 hombres,12 mujeres y 11 hombres,13 mujeres y 10 hombres,14 mujeres y 9 hombres,option_
593,2023-03-14,Legislación,"Según la Constitución de 1978, los miembros del Gobierno:",No podrán ejercer otras funciones representativas que las propias del mandato parlamentario,"No podrán ejercer cualquier otra función pública que no derive de su cargo, ni actividad profesional o mercantil alguna",Las dos respuestas anteriores son correctas,"No podrán ejercer cualquier otra función pública que derive de su cargo, ni actividad profesional o mercantil alguna",option_
594,2023-03-14,Legislación,"Según la Ley General de Comunicación Audiovisual, la aportación de los prestadores del servicio de comunicación audiovisual televisivo lineal en abierto no podrá superar el…",10% del total de ingresos previstos para cada año en la Corporación RTVE,15% del total de ingresos previstos para cada año en la Corporación RTVE,20% del total de ingresos previstos para cada año en la Corporación RTVE,25% del total de ingresos previstos para cada año en la Corporación RTVE,option_
595,2023-03-14,España,¿Cuándo entró en vigor la Ley del ‘solo sí es sí’?,Diciembre de 2021,Febrero de 2022,Junio de 2022,Octubre de 2022,option_
